id,genres,cast,writers,production_companies,director,producers,original_language,runtime,rating,main_genre,lang,cast_count,writers_count,director_known
4290,"TV Movie, Drama","Christiane Hörbiger, Ulrich Kuhlmann, Felix Knopp, Karoline Bär, Suzanne von Borsody, Patrick Heyn, Mirko Roggenbock, Hedi Kriegeskotte, Nina Kronjäger, Matthias Bundschuh, Burghart Klaußner, Liane Siems, Rafael Stachowiak",Thorsten Näter,"Aspekt Telefilm, ARD",Florian Baxmeyer,"Michael Albers, Markus Trebitsch",de,89,6.3,TV Movie,de,13,1,1
4291,Drama,"Mitzi Gaynor, Jean Peters, Betty Lynn, Jeffrey Hunter, Dale Robertson, George Nader, Kathleen Hughes, Margia Dean, Helen Westcott, Judy Walsh, Jeanne Crain, John Litel, Lenka Peterson, Beverly Dennis, Natalie Schafer, Carol Brannon, Peggy O'Connor, Marjorie Crossland","Philip G. Epstein, Julius J. Epstein, Peggy Goodin",20th Century Fox,Jean Negulesco,Julian Blaustein,en,93,5.0,Drama,en,18,3,1
4292,Drama,"Ayşen Gruda, Şevket Altuğ, Selim Naşit, Mahmut Hekimoğlu, Itır Esen, Mahmut Cevher, Münir Özkul, Eriş Akman, Adile Naşit","Suphi Tekniker, Orhan Aksoy, Sadık Şendil",Arzu Film,Orhan Aksoy,Nahit Ataman,tr,95,7.729,Drama,tr,9,3,1
4293,Drama,"Baby Rani, Raavi Kondala Rao, Nirmala, Gummadi, Prabha, Giri Babu, S. Varalakshmi, Roja Ramani, Master Purushottam, Sarath Babu","Appalacharya, Giri Babu",Unknown,Unknown,Y. Sridevi,te,120,5.0,Drama,te,10,2,0
4294,"Drama, Comedy","Lee Young-ok, Kim Sin-jae, Han Eun-jin, Lee Seung-hyun, Kim Hee-ra, Seong-ho Jin, Choi Nam-hyun, Yu-jong Hong, Han Jin-hee, Lee Hae-ryong, Nam-ok Park, Son Jeong-hwan, Baek Il-seob, Park Seong-ho",Choi In-ho,Hwacheon Trading,Ha Gil-jong,Unknown,ko,115,8.0,Drama,ko,14,1,1
4295,Unknown,"Jeanne Marie-Laurent, Régine Barry, René Lestelly, Alla Donell, Paul Escoffier, Suzanne Dehelly, Jane Loury, Beatrice Emanuel, Adrienne Trenkel, Marcel Carpentier, Pedro Elviro, Milly Mathis, Sherry, Danielle Darrieux, Wanda Barcella, Paul Velsa, Véra Ossipova, Albert Préjean","Frederick Kohner, Max Kolpé, Curt Siodmak",Unknown,Robert Siodmak,Unknown,fr,74,6.5,Unknown,fr,18,3,1
4296,"Documentary, History","Eugene Cernan, Michael Collins, Jim Lovell, Harrison Schmitt, Alan Bean, Edgar D. Mitchell, John Young, Charlie Duke, Buzz Aldrin",Unknown,"Discovery Films, Passion Pictures, Film4 Productions, DOX Productions, Polyband",David Sington,"Richard Life, Belinda Blacklock, Davic McNab",en,109,7.479,Documentary,en,9,0,1
4297,Thriller,"Suniel Shetty, Shivaji Satham, Sanjay Dutt, Amrita Arora, Yana Gupta, Dino Morea, Himanshu Malik, Neha Dhupia, Payal Rohatgi, Shashikala, Sachin Khedekar, Beena Banerjee, Parth Dave, Rajat Bedi, Sharat Saxena, Bipasha Basu","Vinay, Deepak Kulkarni, Yash",Unknown,Mahesh Manjrekar,Unknown,hi,162,5.091,Thriller,hi,16,3,1
4298,Drama,"Susanne Johnssen, Theresa Bak, Anke Bak, Edward Chan, Alexandra Batten, Ricky Yeung, Patrick Shum, Lena Ackermann, Christel Johnssen",Jonas Bak,"AMA Film, Trance Films",Jonas Bak,"Charlotte Lelong, Jonas Bak",de,79,6.2,Drama,de,9,1,1
4299,"Romance, Drama","Nani, Praveen, Pragathi Mahavadi, Sivannarayana Naripeddi, RJ Hemant, Nithya Menen, B. V. Nandini Reddy, Dhanraj Sukhram, Sneha Ullal, Thagubothu Ramesh, Chaitanya Krishna, Snigdha Nayani, Rohini, Kriti Kharbanda, Ashish Vidhyarthi",Lakshmi Bhoopal,Unknown,B. V. Nandini Reddy,Unknown,te,136,6.6,Romance,te,15,1,1
4300,"Drama, Western, Action","Luis Contreras, Mark Richardson, John Newton, Bill Dunn, Biff Manard, Frankie Avina, David Correia, Judie Aronson, Barry Lynch, Ronnie K., Sam DeFrancisco, Robert O'Reilly, Paul L. Smith, Russell Gannon, Michael M. Foley",Isaac Florentine,"Wells Company, 21st Century Film Corporation",Isaac Florentine,Unknown,en,86,3.667,Drama,en,15,1,1
4301,"Drama, War","Conrad Veidt, Martita Hunt, Nigel Bruce, Gerald du Maurier, Donald Calthrop, George Merritt, May Agate, Herbert Marshall, Anthony Bushell, Eva Moore, Madeleine Carroll, Edmund Gwenn","W.P. Lipscomb, Ian Hay, Martha Cnockhaert McKenna",Gaumont-British Picture Corporation,Victor Saville,Michael Balcon,en,89,5.5,Drama,en,12,3,1
4302,"Comedy, Music","Elizabeth Campbell, Xavier Loyá, Andrea Palma, Alicia Bonet, Claudio Brook, Emma Roldán, David Reynoso, Dean Reed, Fernando Soto, Lola Casanova, Enrique Rocha",Unknown,Unknown,Julio Bracho,Unknown,es,95,5.0,Comedy,es,11,0,1
4303,"Drama, Romance","Andreas Cappelen, Ola Petter Steinsland, Trond Utne, Christopher Sivertsen, Kim Bodnia, Lasse August Dørum Backer, Terje Torkildsen, Pia Tjelta, Torfinn Nag, Bjørn Ravn Carlsen, Ingvill Bjorland, Sigbjørn Engøy, Silje Salomonsen, Christian Skolmen, Iben Hjejle, Tone Belden Haver, Marko Iversen Kanic, Tonje S. Rolland, Kristoffer Joner, Siri Kalvig, Nina Lill Veste, Are Flåøjen, Erik Andersson, Vegar Hoel, Reidar Ewing, Gaute Garlid","Gro Elin Hjelle, Arild Østin Ommundsen",Muz Film A/S,Arild Østin Ommundsen,Unknown,no,99,4.8,Drama,no,26,2,1
4304,Documentary,Pedro Almodóvar,Unknown,13 Prods,Catherine Ulmer Lopez,Unknown,fr,60,8.7,Documentary,fr,1,0,1
4305,"Drama, Family, Fantasy","Aleksei Cherstvov, Vitali Sidletsky, Violetta Zhukhimovich, Nikolai Sektimenko, Vladimir Kashpur, Anton Artyomenko, Aleksandr Barzam, Kirill Baturin, Valentin Gaft, Lyudmyla Sosyura, Larysa Kadochnykova, Igor Astapovich, Aristarkh Livanov, Albert Filozov, Evgeniy Evstigneev","Timur Zulfikarov, Antoniy Pogorelsky",Dovzhenko Film Studios,Viktor Gres,Unknown,ru,73,4.25,Drama,ru,15,2,1
4306,"Comedy, Family","Ronald Moreno, Hermie Go, Al Tantay, Samantha Page, Katya Santos, Janna Roque, Cindy Miranda, Gary Lim, Jennifer Lee, Eddie Garcia, Patricia Javier, Johnny Revilla, Lander Vera-Perez, Angela Tinimbang, Kedebon Colim, Dennis Padilla, Janno Gibbs, Debbie Garcia, Andrew Muhlach, Vitto Marquez, Christopher Roxas, Julian Trono, Ron Alfred Moreno, Jourdanne Castillo, Zarah Tolentino, Vanessa Wright, Joyce Zabat, Joey San Andres, Goms Burza, Louise delos Reyes, Andrew E., Conrado Peru","Dan Salamante, Al Tantay",Viva Films,Al Tantay,Unknown,tl,121,7.3,Comedy,tl,32,2,1
4307,Drama,"Milivoj 'Miki' Roš, Dejan Spasič, Margit Gyecsek","Matjaž Ivanišin, Zdravko Dragnev","Staragara, i/o post",Matjaž Ivanišin,"Miha Černec, Jordi Niubò",sl,72,5.0,Drama,sl,3,2,1
4308,"Science Fiction, Action, TV Movie","Roxanne Hart, Darrin Klimek, Tom Wopat",Bart Baker,"USA Network, Village Roadshow Pictures, Wilshire Court Productions",Chris Thompson,Unknown,en,90,2.923,Science Fiction,en,3,1,1
4309,Unknown,"Rina Hoshi, Keisuke Senda, Wataru Nakano, Ryûji Shima, Akemi Hirose, Hiroshi Izumida, Rumi Tama, Yuzuru Sakurada, Hiromi Matsukaze",Unknown,Hikari Eiga,Hitoshi Kataoka,Unknown,ja,70,2.0,Unknown,ja,9,0,1
4310,Drama,"Mathieu Lacaille, Emmanuel Prat, Orane Demazis, Juliet Berto, Serge Dambrine, Anna Prucnal, Béatrice Bruno",Michel Andrieu,"France 3 Cinéma, Agence Française d'Images",Michel Andrieu,Unknown,fr,105,6.0,Drama,fr,7,1,1
4311,"TV Movie, Drama, Crime, Mystery","James Rittinger, Eva De Viveiros, Catherine Lough Haggquist, Thomas Elms, Rachelle Gillis, Dylan Sloane, Mittita Barber, Ken Tremblett, Eric Bempong, Curtis Tweedie, Dakota Daulby, Ellie Harvie, Niall Matter, Brad Harder, Cameron McDonald, Bri Neal, Deni DeLory, Candace Cameron Bure, Lexa Doig, Peter Benson, Teryl Rothery, Max Chadburn, Marilu Henner, Olivia Ryan Stern, Bronwen Smith","Teena Booth, Charlaine Harris","Muse Entertainment, Head First Productions, iCandy Production, Lighthouse Pictures",Terry Ingram,"Trevor McWhinney, Michael Prupas, Shawn Williamson, Joel S. Rice, Jamie Goehring, Candace Cameron Bure, Charlaine Harris, Jim Head",en,83,7.118,TV Movie,en,25,2,1
4312,Drama,"Ion Besoiu, Mihaela Mihai, Jean Constantin, Sebastian Papaiani, Dumitru Rucăreanu, Valeria Seciu, Mihai Mereuţă, Ștefan Mihăilescu-Brăila, Dan Nuțu, Iulian Necșulescu, Geo Saizescu, Ioana Casetti, Sandu Sticlaru, George Aurelian, Octavian Cotescu, Ilarion Ciobanu",Corneliu Leu,Studioul Cinematografic Bucurest,Mircea Mureșan,Dumitru Carabăț,en,90,4.75,Drama,en,16,1,1
4313,"Comedy, Drama","Yoon Kye-sang, Ha Jung-woo, Yoon A-jung, Yoon Jin-seo, Ma Dong-seok, Jung Kyung-ho, Kwon Yul, Kim Min-joo, Hong Yi-joo, Yu Ha-jun","Lee Il-hyung, Yoon Jong-bin, So Jae-won","DCG Plus, Lotte Entertainment, Wire to Wire Film",Yoon Jong-bin,"Jang Won-seok, Gu Seong-mok",ko,126,5.818,Comedy,ko,10,3,1
4314,"Drama, History","Diana Wynyard, Martha Sleeper, Anne Shirley, Sarah Padden, Ralph Morgan, Charlotte Henry, Clarence Wilson, Tad Alexander, Edward Arnold, Louis Natheaux, Eric Mayne, John Barrymore, Leo White, Dave O'Brien, Gustav von Seyffertitz, Eily Malyon, C. Henry Gordon, Ethel Barrymore, Jean Parker, Henry Kolker, Henry Armetta, Nigel De Brulier, Mischa Auer, Brandon Hurst, Lionel Barrymore, George Irving, Dale Fuller, Ruth Renick, Louise Closser Hale","Ben Hecht, Charles MacArthur",Metro-Goldwyn-Mayer,Richard Boleslawski,"Irving Thalberg, Bernard H. Hyman",en,121,5.7,Drama,en,29,2,1
4315,Comedy,"Jan Malmsjö, Jessica Zandén, Sunil Munshi, Bojan Westin, Kevin Qrunell, Malin Morgan, Kjell Bergqvist, Björn Granath, Pontus Klänge, Kailey Litherland, Rebecka Englund, Nils Moritz, Tomas Norström, Staffan Westerberg, David Batra, Andreas Samuelson, Patrik Larsson, Sid Rence, Eva Dahlman","Jonathan Metzger, Jonas Raber","Svenska Filminstitutet, SF Studios, SVT","Pontus Klänge, Jonathan Metzger","Kerstin Bonnier, Anna Croneman",sv,85,5.0,Comedy,sv,19,2,1
4316,"Comedy, Romance","Sam, Trường Giang, Đức Thịnh",Unknown,Unknown,Đức Thịnh,Unknown,vi,90,4.333,Comedy,vi,3,0,1
4317,Horror,"Andrew Willett, Ron Blair, Kathleen Ritter, Jay Ingle",Tim Ritter,Unknown,Tim Ritter,Unknown,en,83,1.0,Horror,en,4,1,1
4318,Drama,"Kwak Min-kyu, Yoo Ji-young, Kim Si-eun, Kim Yong-sam",Choi Chang-hwan,Indiestory,Choi Chang-hwan,Unknown,ko,66,5.0,Drama,ko,4,1,1
4319,Western,"John Lund, Jerry Ambler, Bill Williams, Dan Poore, Pete Crump, Joyce Holden, Don Haggerty, Casey Tibbs, Chill Wills, Scott Brady","Peter B. Kyne, Lillie Hayward, Horace McCoy",Universal International Pictures,Budd Boetticher,Ted Richmond,en,81,5.0,Western,en,10,3,1
4320,"TV Movie, Drama, Crime","Elaine Lee, Alex Babic, Gigi Edgley, Grant Goldman, Helen Thomson, Danny Nash, David Field, Bille Brown, Nicholas Papademetriou, Mary-Anne Halpin, Colin Friels, Kim Hillas, Matthew Holmes, Russell Dykstra, Max Cullen, Marta Dusseldorp, Doris Younane, Paul Gleeson, Damien Richardson, Desmond Seeto","Gary McCaffrie, Shaun Micallef, Katherine Thomson","Jigsaw Entertainment, Film Victoria",Ian Watson,"Sue Masters, Nick Murray",en,90,5.8,TV Movie,en,20,3,1
4321,"Horror, Thriller","Carol Bennet, Umberto Raho, Barbara Steele, Elio Jotta, Reginald Price Anderson, Carlo Kechler, Harriet Medin, Peter Baldwin","Oreste Biancoli, Riccardo Freda",Panda - Società per l'Industria Cinematografica,Riccardo Freda,Luigi Carpentieri,it,97,6.179,Horror,it,8,2,1
4322,"Drama, Crime","Susan Shaw, Glyn Houston, Ronald Howard, Laidman Browne, Helen Christie, Melissa Stribling, Martin Benson, Sydney Tafler, Dorothy Bramhall, Ian Wallace, Gerald Case, Colin Tapley, Brian Haines",Rex Rienits,"Merton Park Studios, Anglo-Amalgamated",Ken Hughes,William H. Williams,en,67,6.625,Drama,en,13,1,1
4323,Comedy,"Amanda Plummer, Christopher Rich, Melinda Mullins, John C. McGinley, Stephen Hamel, Antonia Dauphin, Mark Boone Junior, Harsh Nayyar",Unknown,Unknown,Jeff Scher,Zanne Devine,en,92,5.0,Comedy,en,8,0,1
4324,"Animation, Family, Adventure","Rob Tinkler, George Buza, John Cleese, Julie Lemieux, Josh Hutcherson, Christopher Jacot, Carly Heffernan, Jean Yoon, Darren Frost, Angela Fusco, Carlos Bustamante, Samantha Bee, Morena Baccarin, Steph Lynn Robinson, Jeff Dunham, Quancetia Hamilton, Scott Farley, Martin Short",Jennifer Westcott,"Double Dutch International, Elgin Road Productions, Awesometown Entertainment",Jennifer Westcott,"Lucas Lynette-Krech, Michael Emerson, Jason Moring, Dan Krech, Victoria Westcott, Jackie Lynette, Mike Sears",en,89,6.015,Animation,en,18,1,1
4325,Comedy,"Justin Bradley, Geneviève Bujold, Tommie-Amber Pirie, Jacob Tierney, Michael Murphy, Angela Galuppo, Kaniehtiio Horn, Alain Goulem, Jay Baruchel, Liane Balaban, Emily Hampshire, Jesse Rath, Anne-Marie Cadieux, Cecile Cristobal, Kevin Tierney, Saul Rubinek, Paul Spence, Kyle Gatehouse, Pat Kiely, Trevor Hayes, Jacklin Webb, Dan Beirne, Jonathan Bosco, Hélène Bourgeois Leclerc, Jesse Camacho, Darren Curtis, Erika Rosenbaum, Troy Michael Claymore, Domini Blythe, Jessica Paré, Dan Haber, Sarah-Jeanne Labrosse, Ricky Mabe, Linda Malo, Ben Mulroney, Guy Dufaux, Taylor Baruchel, Colm Feore, Paul Doucet, Mary Milne, David Julian Hirsh",Jacob Tierney,Unknown,Jacob Tierney,Kevin Tierney,en,113,6.6,Comedy,en,41,1,1
4326,"Drama, Romance, Adventure","Jalaluddin Hassan, Syazuwan Hassan, Sherry Al Jeffry, Erwin Dawson, Azrel Ismail, Puteri Aishah, Naza  Abdul Manas, Alvin Wong, Aida Khalida, Akmal Ahmad, Dato' Rahim Razali, Remy Ishak, Juliana Evans","Omar Othman, Mira Mustaffa, Ahmad Izham Omar",Primeworks Studios,Kabir Bhatia,"Irene Mariena Mohamad, Tengku Iesta Tengku Alaudin, Nor Shahila Harun Shah",ms,120,5.6,Drama,ms,13,3,1
4327,Romance,"Kenïa de Sienne, Sam, Natalia, Pierre Mary, Annouchka, Tatiana Bewer, Linda Paris, Philippe Lejeune",Céline Martin,CNC,Laurent Barjon,Unknown,fr,85,2.5,Romance,fr,8,1,1
4328,"Comedy, Horror","Michael McClendon, Heidi Lohr, Tim Redmond, Lori Scarlett, Toby Radloff, Lewis DeJulius, Marc Andreyko","Mark Steven Bosko, Wayne A. Harold",Riot,"Mark Steven Bosko, Wayne A. Harold","Mark Steven Bosko, Wayne A. Harold",en,85,3.8,Comedy,en,7,2,1
4329,Horror,"Justin Milani, Jon Marshall, Brandi Facholas",Jeremy Lubash,Unknown,Jeremy Lubash,Dustin Ferguson,en,83,5.0,Horror,en,3,1,1
4330,"Family, Animation",Unknown,Unknown,Phase 4 Films,Unknown,Unknown,en,60,3.8,Family,en,0,0,0
4331,"Thriller, Horror, Comedy","Ray Chao, Dustin Hahn, PJ McCabe, Joy Sunday, Jacqueline Doke, Olivia Grace Applegate, Malin Barr, Laura Coover, Keith Powell, Christian Hillborg, Boni Mata, Bryan Casserly, Grant Rosenmeyer, Wilky Lau, Bridge Stuart, Kevin Changaris, Virginia Newcomb, Jeffrey Markle, Jim Cummings, Jessie Barr, Monroe Cline, Ammar Aldieri, Scott Parkin, Lya Yanne","Jim Cummings, PJ McCabe","Vanishing Angle, DiffeRant Productions, Sons of Rigor","Jim Cummings, PJ McCabe","Matthew A. Stewart, John Jeffrey Martin, Jake Orthwein, Alex C. Rudolph, Douglas Choi, Natalie Metzger, Benjamin Wiessner, Matt Miller",en,93,6.156,Thriller,en,24,2,1
4332,"Action, Drama","Palomi Ghosh, Megha Akash, Upendra Limaye, Asif Basra, Sooraj Pancholi","Manoj Muntashir, Irfan Kamal, Mithoon Sharma, Kumaar, Vishal Vijay Kumar","Cine1 Studios, T-Series",Irfan Kamal,"Krishan Kumar, Ashwin Varde, Bhushan Kumar, Murad Khetani",hi,130,7.8,Action,hi,5,5,1
4333,"Family, Science Fiction, Action, Adventure","Riley Jane, Mike Michaels, Chantal Thuy, Garrett Coffey, Caon Mortenson, Taylor Coliee, Luke Davis","Simon Hung, Guy Malim",Mr.Monster,Simon Hung,"Simon Hung, Wayne Lau, Guy Malim, Peter Huang",en,88,3.73,Family,en,7,2,1
4334,"Drama, Thriller, TV Movie","Kristian Truelsen, Hersha Parady, Bob Roitblat, Roger Floyd, Adam Crosby, Sheri Cook, Arian Ash, Dawn Lambing, Joyce Newman, John D'Aquino, Chad Bonsack, Travis Robertson, Kimberly Kashani, Kristie Horton, Stephen Collins, Michael Wayne Thomas, Keri Russell, Phylicia Rashād, Tobin Bell, Linda Kelsey, Jessica K. Peterson","Shirley Tallman, Nancy Hersage","Hearst Entertainment Productions, Richard Maynard Productions",David Burton Morris,"Richard Maynard, Gideon Amir",en,86,5.573,Drama,en,21,2,1
4335,"Documentary, Romance, Drama",Unknown,Unknown,Unknown,Marion Gering,Unknown,en,68,6.5,Documentary,en,0,0,1
4336,"Romance, Drama","Hwang Kun, Lee Mi-sook, Lee Hae-ryong, Ahn Sung-ki, Lee Dae-geun, Kim Su-cheol",Choi In-ho,Samyoung Film,Bae Chang-ho,Unknown,ko,112,7.2,Romance,ko,6,1,1
4337,"Comedy, Romance","Nóra Tábori, Teri Tordai, Mari Törőcsik, Ferenc Kállai, Judit Halász, Ferenc Zenthe, Klári Tolnay, Harsányi Gábor",Fejes Endre,"Magyar Televízió Drámai Föszerkesztöség, Mafilm",Sándor Szönyi G.,Unknown,hu,176,4.0,Comedy,hu,8,1,1
4338,Thriller,"Humphrey Bogart, Colin Campbell, Barry Bernard, Patrick O'Moore, Ann Carter, Nigel Bruce, Sammy Shack, William A. Boardway, Alexis Smith, Barbara Stanwyck, Anita Sharp-Bolster, Creighton Hale, Isobel Elsom, Leyland Hodgson, Peter Godfrey","Martin Vale, Thomas Job",Warner Bros. Pictures,Peter Godfrey,"Jack L. Warner, Mark Hellinger",en,99,6.577,Thriller,en,15,2,1
4339,Drama,"Michael De Sadeleer, Martin Neufeld, Bruce Beaton, Ingrid Veninger, Pascale Montpetit","Karen Bastow, Darrell Wasyk","9Y6S, ARTO-pelli Motion Pictures",Darrell Wasyk,"Stavros C. Stavrides, Darrell Wasyk",en,94,5.2,Drama,en,5,2,1
4340,Comedy,"Malena Alterio, Silvia Abascal, Marta Tomasa, Bàrbara Mestanza, Carlos Areces, Verónica Forqué, Xesc Cabot, Antonio Resines, Carlos Bardem, Loles León, Santi Millán, Anna Bertran, Betsy Túrnez, Luis Bermejo, Toni Acosta, María Adánez, Natalia de Molina",Marc Crehuet,Rodar y Rodar,Marc Crehuet,Unknown,es,79,5.603,Comedy,es,17,1,1
4341,Unknown,Unknown,Unknown,Unknown,Nitzan Giladi,Unknown,en,80,6.5,Unknown,en,0,0,1
4342,"Romance, Drama, History","Dinesh Panicker, Lakshmi Sharma, Mallika Kapoor, Nithya Menen, Saiju Kurup, Jagathy Sreekumar, Santosh Sivan, Karthika Nair, Chithra Iyer, Poorna",Lenin Rajendran,Unknown,Lenin Rajendran,Lenin Rajendran,ml,126,6.5,Romance,ml,10,1,1
4343,"Comedy, Fantasy","Tony Leung Chiu-wai, Wong Si-Man, Sally Yeung Sa-Lei, Billy Ching Sau-Yat, Chang Gan-Wing, Simon Cheung Yuk-San, Chiu Tat-San, Lee Wah-Kon, Jacqueline Ng Suet-Man, Lo Ka-Seun, Alan Lo Shun-Chuen, Lui Siu-Ming, Kent Tong, Lam Kwok-Kit, Leung Kai-Chi, Tania Wong, Lee Fai, Jamie Luk Kim-Ming, Fong Yue, Chiu Wai, Dicky Cheung Wai-Kin, So Wai-Nam, Yuet-Sin Lee, Wong Man-Shing, Won Jin, Gilbert Lam Wai-San, Sophia M. Crawford, Cheung Siu, Veronica Yip Yuk-Hing","Matt Chow Hoi-Kwong, Lei Yan, Joe Ma, Clarence Yip Wai-Chung",Movie Impact Ltd,Blackie Ko Shou-Liang,Clarence Yip Wai-Chung,cn,94,4.7,Comedy,cn,29,4,1
4344,"Crime, Action, Thriller","Janet Haley, Wendy Crawford, Tony Peck, Dorian Drake Jr., Paulo Moretti, David ""Shark"" Fralick, Ray Vann, Scott Douglas MacLachlan, Paul Pape, Brenda Careaga, Clifford Dalton, Michael Madsen, Make Marquez, D. Paul Thomas, Jim McCune, B.J. Magers, Chris Palermo, Randy Glaser, Ellen Treanor, Harold MacPherson Jr., Kelly Dearen, Christine Schinelli, Dave Hood, Jorge Alberto, Kevin Beter, Dennis L. Wiley, Fred Ives, Melody Morgan, David Espinity, Dick Sharpe, Brenda Sjoden, Richard Lynch, Daniel Martine, Bill Swann, Mark Blaha, Charles Griffin, Ambert Van Gent, Rosie Vela, Antonio A. Farré, Conrad Dunn, Branscombe Richmond",Vincent Gutierrez,"Atlantic Releasing Corporation, Film Mex Entertainment","William Tannen, Warren Clarke",Frank Cinelli,en,82,4.2,Crime,en,41,1,1
4345,"Drama, Romance, History","Carmen Tănase, Maia Morgenstern, Alina Rusu, Petru Oistric, Armand Calotă, Oana Zara, Dana Ciobanu, Bogdan Medvedi, Andrey Porubin, Maria Angelica, Samson Hatman, Rares Andrici, Eugenia Șerban",Ionel Sporea,"House on Mars Entertainment, Ded Line Cinema, Maru Sea Production, Pascaru Production",Adriana Vasilcov,"Adriana Vasilcov, Sergiu Radu, Jenia Dedkov",ro,90,8.0,Drama,ro,13,1,1
4346,"Drama, TV Movie","Stevie Baggs Jr., Daijah Peters, Remy Ma, Danielle LaRoach, Teisha Speight, David Dunston, Willie Raysor, Tami Roman",Sa'Rah L. Jones,Swirl Films,Jaira Thomas,"David Eubanks, James Seppelfrick, Courtney Miller, Keith Neal, Kelly R. Tenney",en,88,7.385,Drama,en,8,1,1
4347,Music,"Ricky Martin, Michael Stuart, Shakira, Vico C, José Feliciano, Gilberto Santa Rosa, El Gran Combo, Glenn Monroig, Marc Anthony, Juan Luis Guerra, Rubén Blades, Ednita Nazario, Robi Draco Rosa, Chucho Avellanet, Chayanne",Unknown,"Ninguna Ciencia Inc., Popular",Unknown,Unknown,es,90,1.0,Music,es,15,0,0
4348,Documentary,Unknown,Unknown,Unknown,Unknown,Unknown,en,76,7.0,Documentary,en,0,0,0
4349,"War, Action, Drama, History","Michaël Abiteboul, Ben Cura, Vincent Perez, Josiane Balasko, Olga Kurylenko, Guillaume Labbé, David Murgia, Kevin Layne, Alban Lenoir, Andre Pierre, Sébastien Lalanne","Jérémie Guez, Ileana Epsztajn, Fred Grivois","Capture The Flag Films, Playtime",Fred Grivois,Raphaël Rocher,fr,98,6.846,War,fr,11,3,1
4350,Drama,"Vijayaraghavan, Siddique, Mallika Sarabhai, Sona Nair, Ratheesh, Mammootty, N F Varghese, Vani Viswanath, Narendra Prasad, Poornima Indrajith, Urmila Unni",Unknown,Unknown,T. V. Chandran,Eric Preven,ml,109,6.0,Drama,ml,11,0,1
4351,Horror,"Jon Meggison, Eden Campbell, Nigel Vonas, Jeremy Rudd, Esha More, Jason Brooks, Ryan Chen",Jeremy Rudd,Unknown,Jeremy Rudd,Unknown,en,60,4.5,Horror,en,7,1,1
4352,Drama,"Aouni Kawas, Hassan Farhat, Younes Aoude, Nada Ali Zein, Rabih Mroué, Ahmad Ali Zein, Darina Al Joundi, Carol Abboud",Ghassan Salhab,"GH Films, Optima Film, Idéa Productions",Ghassan Salhab,Unknown,ar,117,5.0,Drama,ar,8,1,1
4353,"Romance, Drama","K Brosas, Minnie Aguilar, Madeleine Humphries, Carmi Martin, Al Gatmaitan, Nor Domingo, Hilda Koronel, Ronaldo Valdez, Tony Mabesa, Anita Linda, Gabe Mercado, John Lloyd Cruz, Clarence Delgado, Bea Alonzo","Vanessa Valdez, Olivia M. Lamasan",Star Cinema – ABS-CBN Film Productions,Olivia M. Lamasan,"Malou N. Santos, Charo Santos-Concio",tl,125,5.55,Romance,tl,14,2,1
